ID,AUTHOR,DATE,CONTENT,CLASS
223,Daniel Istrati,2014-11-07T19:47:16,Can anyone sub to my channel? :D﻿,1
224,Stronzo Chicheritr,2014-11-07T20:01:15,prehistoric song..has been﻿,0
225,none dies virgin life fucks us all,2014-11-07T20:05:35,You think you're smart?        Headbutt your face.﻿,0
226,JakeFrostMiner Palanca,2014-11-07T20:12:11,DISLIKE.. Now one knows REAL music - ex. Enimen ﻿,0
227,Tee Tee,2014-11-07T20:16:51,Loool nice song funny how no one understands (me) and we love it﻿,0
228,Oopsthenameistoolong Oh well,2014-11-07T20:18:19,Like if you came here too see how many views this song has.﻿,0
229,witsnow roxiie,2014-11-07T20:45:32,We pray for you Little Psy ♡﻿,0
230,johan gade,2014-11-07T21:06:36,"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3﻿",0
231,2666playboy,2014-11-07T21:39:21, Follow me on Instagram. _chris_cz  ﻿,1
232,Melissa Harmon,2014-11-07T22:01:04,how is this shit still relevant ﻿,0
233,Eddie Murphy,2014-11-07T22:19:03,LOL this shit never gets old﻿,0
234,Alucard Hellsing,2014-11-07T22:21:29,What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )﻿,0
235,John Plaatt,2014-11-07T22:22:29,On 0:02 u can see the camera man on his glasses....﻿,0
236,YOU ARE NOW WASTING SECONDS OF YOUR LIFE BY READING THIS LONG STUPID NAME WHICH MAKES NO SENSE!,2014-11-07T22:41:04,this comment is wrong﻿,0
237,juanmanuel cespedes,2014-11-07T22:59:13,i hate this music. fucking singer and every koean chainise ana US sucks me dick.﻿,0
238,Kirill Nazarethian,2014-11-07T22:59:37,2:05. Hahahahah ﻿,0
239,King uzzy,2014-11-07T23:19:08,Can we reach 3 billion views by December 2014? ﻿,0
240,Gio D.,2014-11-07T23:23:54,"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants﻿",0
241,anthony Jennings,2014-11-07T23:26:04,"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....﻿",0
242,TheLegitBroz,2014-11-08T00:26:35,The Funny Thing Is That this song was made in 2009 but it took 2 years to  get to america.﻿,0
243,mindaugux,2014-11-08T00:36:31,why I dont see any comments but mine?:/﻿,0
244,Bert Ernie,2014-11-08T00:45:40,this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even fucken  music. this is so fucking sad that this is even such thing. people are so  fucked up.﻿,0
245,Tabby Ghani,2014-11-08T01:28:58,I remember when everyone was obsessed with Gangnam Style 😗﻿,0
246,UKz DoleSnacher,2014-11-08T02:18:42,Remove This video its wank﻿,0
247,JD COKE,2014-11-08T02:24:02,"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ﻿",1
248,Joaco Remis,2014-11-08T02:29:17,"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""﻿",0
249,TheRogueScorpion,2014-11-08T02:45:12,MANY MEMORIES...........﻿,0
250,John Schmidt,2014-11-08T02:58:48,why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube﻿,0
251,Sean Deko,2014-11-08T03:08:58,"2,000,000,000 out of 7,000,000,000 people in the would saw this video just  in 2 years and yeat i only get 2 words out of the hole song﻿",0
252,Nikolay Tekuchev,2014-11-08T03:09:11,"This video is so cool, again and again!﻿",0
253,PinkyThePuppyProductions,2014-11-08T03:11:40,I am now going to voyage to the first comment...      Tell my family I loved them. 😢﻿,0
254,Sev3617,2014-11-08T03:15:09,"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. ﻿",0
255,Gema LR,2014-11-08T03:26:51,With the korean girl more slut and bitch : Hyuna :'33﻿,0
256,Dana Matich,2014-11-08T03:32:55,Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.﻿,1
257,Angela Flemming,2014-11-08T03:46:33,Still a very fun music video to watch! ﻿,0
258,itzquiffer,2014-11-08T03:47:23,C'mon 3 billion views!!!!!!!!﻿,0
259,The Bibliophile Flautist,2014-11-08T03:49:38,"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!﻿",1
260,Wilfredo Latorre,2014-11-08T04:02:29,"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.﻿",0
261,Tornike Noniashvili,2014-11-08T04:08:09,subscribe my chanel﻿,1
262,Diana Roque,2014-11-08T04:43:22,"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg﻿",0
263,bruno jovao,2014-11-08T04:51:38,LoL﻿,0
264,Spencer Clark,2014-11-08T05:29:26,If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.﻿,0
265,Haley Harmicar,2014-11-08T05:35:42,"9 year olds be like, 'How does this have 2 billion views when there are  only 3 people in the world'﻿",0
266,Kincaid Liebenberg,2014-11-08T05:36:38,PSY is a good guy﻿,0
267,CHILD,2014-11-08T05:46:31,WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYING﻿,0
268,CustomerService GM,2014-11-08T05:52:30,https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿,1
269,sahil samal,2014-11-08T06:28:01,1 millioon dislikesssssssssssssssssssssssssssssssss.............﻿,0
270,Doris Chew,2014-11-08T06:29:16,The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.﻿,0
271,hunter braddock,2014-11-08T06:36:41,For all of the little kidz out there there is Like 7 to 8 Billon people on  earth NOT 7 to 8 MILLON.Get you facts straight before posting comments.﻿,0
272,Arrestme11,2014-11-08T06:50:39,How stupid humanity is﻿,0
273,The O'dowd Crowd,2014-11-08T06:53:38,Come and watch my video it is called the odowd crowd zombie movie part 1 ﻿,1
274,FaceTheFacts,2014-11-08T07:07:44,You know a song sucks dick when you need to use google translate to know  what the fuck its saying!﻿,0
275,x Judda,2014-11-08T07:19:29,"We get it, you came here for the views... ﻿",0
276,Kelsey bolley,2014-11-08T07:25:39,Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿,0
277,Markus Mairhofer,2014-11-08T08:49:47,"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿",1
278,Wert Walleet,2014-11-08T09:15:22,"This song is great there are 2,127,315,950 views wow﻿",0
279,Hollz C,2014-11-08T09:17:52,I'm watching this in 2014﻿,0
280,The Silhouette,2014-11-08T09:25:51,Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿,0
281,Agarra Mela,2014-11-08T09:32:14,"how does this video have 2,127,322,484 views if there are only 7 million  people on earth?﻿",0
282,Tedi Foto,2014-11-08T09:33:30,What my gangnam style﻿,0
283,StarBlade34 OverLord,2014-11-08T09:34:57,Lol this youtuber (officialpsy) is getting so much money lol﻿,0
284,Super Cot,2014-11-08T09:39:28,1 million dislikes!EPIC FAIL(ready for you fanboys)﻿,0
285,restlesswikiinfo,2014-11-08T10:03:32,"If I knew Korean, this would be even funnier. At least a bit at the end was  in English, but was spoken quite rapidly.﻿",0
286,Susan Jay,2014-11-08T10:04:22,"Enough with the whole ""how does this have two billion views if there's only  7 million on the planet"" we get it. You're joking. It's not funny anymore.﻿",0
287,diego acosta,2014-11-08T10:05:27,"If I get 100 subscribers, I will summon Freddy Mercury's ghost to whipe  from the face of earth One Direction and Miley Cirus.﻿",1
288,Harrys Edits,2014-11-08T10:05:40,if i reach 100 subscribers i will go round in public pouring a bucket of  ice water over people and then running away acting like it wasn't me! like  so people can see!!﻿,1
289,piwnugget,2014-11-08T10:12:42,YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!﻿,0
290,ThoseFour KidsYaay,2014-11-08T10:14:47,2 billion for this shit?﻿,0
291,Mia Aspinall,2014-11-08T10:30:35,"2 billion views, only 2 million shares﻿",0
292,DylsFS,2014-11-08T10:40:00,Hi guys my name is Dylan and I do IRL football videos I have 1030  subscribers and I think you guys would like my content so come check it out  and if you do subscribe!﻿,1
293,"nobleMC | Minecraft, GFX and More!",2014-11-08T10:48:41,If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video! ﻿,1
294,zakaia ziko,2014-11-08T11:00:19,follower please https://www.facebook.com/lists/161620527267482﻿,1
295,Praise Samuel,2014-11-08T11:10:30,2 billion views wow not even baby by justin beibs has that much he doesn't  deserve a capitalized name﻿,0
296,nathan robson,2014-11-08T11:20:48,If i reach 100 subscribers i will tazz my self and my friend﻿,1
297,Navin Surya,2014-11-08T11:42:57,Please help me go to college guys! Thanks from the bottom of my heart.  https://www.indiegogo.com/projects/i-want-to-go-to-college--19/x/9082175﻿,1
298,Bishwaroop Bhattacharjee,2014-11-08T12:34:11,https://www.facebook.com/SchoolGeniusNITS/photos/ms.c.eJw9kVkOxDAMQm808h5z~;4sNjqP~_tHqBEuM69AQUp1Ih~_fPHgk5zLLsVdQv0ZUf0MB~;LnUJ~;ufTH4YoKfRxYts2zvrrp6qGtw67y~;L551h~;f7~_vlcZzRG8vGCTlPSD9ONGeWhj8~_GIbu~;S3lzMvY~;IQ2~;TwSfzz9WHn7JUSvHufpglQRZczl05fNPhaGeVb3x8yDmC6X~_~;jTcjnMho~;vfXWCjZyvWObihrnGx2ocjnG2PG1EvHXzyjD~_o3h~_RY6f57sPrnD2xV~;~_BzszZ~;8~-.bps.a.390875584405933/391725794320912/?type=1&amp;theater ﻿,1
299,Liu Chu Yi,2014-11-08T13:12:10,I am so awesome and smart!!! Sucscribe to me!﻿,1
300,iKap Taz,2014-11-08T13:34:27,Follow 4 Follow                           @ VaahidMustafic Like 4 Like ﻿,1
301,Serkan Kaya,2014-11-08T15:27:27,http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,1
302,Bizzle Sperq,2014-11-08T15:29:46,https://www.facebook.com/nicushorbboy add mee &lt;3 &lt;3﻿,1
303,Elieo Cardiopulmonary,2014-11-08T15:29:52,im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.﻿,1
304,Luna Gamer Potter,2014-11-09T02:42:40, I hate this song! ﻿,0
305,Thomas sea,2014-11-09T04:49:20,please throw a sub on my channel﻿,1
306,This Is Really Not Lois Arceo,2014-11-10T13:25:27,"NEW GOAL!   3,000,000!  Let's go for it!﻿",0
307,Niggly Wiggly,2014-11-10T17:39:10,Go to my channel if u want to see a fly getting burned alive﻿,1
308,DropItLikeItsSloth,2014-11-11T19:38:11,just came here to check the views :P﻿,0
309,Itss Synco,2014-11-11T22:37:23,"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿",1
310,Puppy Lover5614,2014-11-11T22:48:11,I hav absolutely no idea what he's saying. Is it even a language?﻿,0
311,Mason Sieverding,2014-11-12T00:52:51,Please check out my vidios guys﻿,1
312,Robin Delwiche,2014-11-12T01:37:07,I still to this day wonder why this video is so popular ?? illuminati  confirmed ??﻿,0
313,LBEProductions,2014-11-12T01:40:22,Hey guys can you check my channel out plz. I do mine craft videos. Let's  shoot for 20 subs﻿,1
314,Thuan Lai Tran,2014-11-12T05:01:52,This is getting old.........﻿,0
315,Aaa Aaa,2014-11-12T05:46:27,PLEASE SUBSCRIBE ME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,1
316,BIGMOFO Tonkatruck,2014-11-12T06:26:42,just came to check the view count﻿,0
317,Young IncoVEVO,2014-11-12T07:14:06,Check out my Music Videos! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,1
318,Young IncoVEVO,2014-11-12T07:14:46,Check out my Music Videos! and PLEASE SUBSCRIBE!!!! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,1
319,Viperas Lord,2014-11-12T09:20:12,www.marketglory.com/strategygame/lordviperas﻿,1
320,Yabbamita DBH,2014-11-12T09:30:20,"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. ﻿",0
321,Muhd Hafiz,2014-11-12T09:30:31,WORLD RECORD YOUTUBE VIDEO VIEWS !!!!!! XD﻿,0
322,Juris Dumagan,2014-11-12T11:03:25,I think he was drunk during this :) x)﻿,0
323,Patrick Pernia,2014-11-12T14:17:28,Limit sun exposure while driving. Eliminate the hassle of having to swing  the car visor between the windshield and window.  https://www.kickstarter.com/projects/733634264/visortwin﻿,1
324,Jennifer Isaksen,2014-11-12T15:12:47,"Hahah, juyk! I allways laugh at the part 1:57.. LOL!﻿",0
325,Ripazha Gaming,2014-11-12T17:37:08,http://hackfbaccountlive.com/?ref=5242575﻿,1
326,Arthur Teixeira,2014-11-12T20:12:47,"I wanted to know the name of the guy that dances at 00:58, anybody knows ?﻿",0
327,derrick lawson,2014-11-12T20:21:27,https://www.facebook.com/FUDAIRYQUEEN?pnref=story﻿,1
328,Yeung Marvin,2014-11-12T23:56:54,"Haha its so funny to see the salt of westerners that top views of youtube  goes to video they dont even understand, keep the salt up!﻿",0
329,Stuart Mcdonald,2014-11-13T00:38:14,FOLLOW MY COMPANY ON TWITTER  thanks.  https://twitter.com/TheWaxedHatCo﻿,1
330,Caius Ballad,2014-11-13T00:58:20,imagine if this guy put adsense on with all these views... u could pay ur  morgage﻿,0
331,Ink Video Shorts,2014-11-13T02:33:53,Hey come check us out were new on youtube let us know what you think and  don't forget to subscribe thanks.﻿,1
332,Sigaraya Nesora,2014-11-13T06:33:21,"The girl in the train who was dancing, her outfit was so fucking sexy, but  the huge turn-off was she lacked eyebrows D:﻿",0
333,Александр Федоров,2014-11-13T07:59:33,"Look at the pictures, if not difficult http://image2you.ru/48051/1340524/        http://image2you.ru/48051/1340523/          http://image2you.ru/48051/1340522/ http://image2you.ru/48051/1340521/             http://image2you.ru/48051/1340520/       http://image2you.ru/48051/1340519/  http://image2you.ru/48051/1340518/            http://image2you.ru/48051/1340517/          http://image2you.ru/48051/1340504/ http://image2you.ru/48051/1340503/              http://image2you.ru/48051/1340502/            http://image2you.ru/48051/1340500/ http://image2you.ru/48051/1340499/        http://image2you.ru/48051/1340494/             http://image2you.ru/48051/1340493/ http://image2you.ru/48051/1340492/        http://image2you.ru/48051/1340491/           http://image2you.ru/48051/1340490/ http://image2you.ru/48051/1340489/             http://image2you.ru/48051/1340488/﻿",1
334,ArioseRose,2014-11-13T15:20:31,"Don't mind me, I'm just checking what the views are up to : )﻿",0
335,The Silent Troll Defuser HD,2014-11-13T15:47:27,"Hey guys can you check my YouTube channel I know you hate comments like  this one but I promise if you check my videos it will be entertaining I do  Shotgun Montages,Ninja Defuse Montages and Trolling please guys can you  check them out and thanks have a good day!!!!!!!﻿",1
336,Tom Hosford,2014-11-13T17:42:06,"To everyone joking about how he hacked to get 2 billion views because  there's a certain amount of people or whatever,  He actually did buy views.﻿",0
337,Tofik Miedzyń,2014-11-13T21:48:26,https://www.facebook.com/tofikmiedzynB/photos/a.1496273723978022.1073741828.1496241863981208/1498561870415874/?type=1&amp;theater ﻿,1
338,MrValentinique,2014-11-13T22:33:31,https://www.facebook.com/eeccon/posts/733949243353321?comment_id=734237113324534&amp;offset=0&amp;total_comments=74   please like frigea marius gabriel comment :D﻿,1
339,Ghazi Rizvi,2014-11-13T23:02:09,"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&amp;CREA=RAW&amp;rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing rewards, earn free money. AND NO U CANT GET UR VIRUS IN BLUE!﻿",1
340,Anthony1SV,2014-11-14T00:01:37,Please do buy these new Christmas shirts! You can buy at any time before  December 4th and they are sold worldwide! Don't miss out:  http://teespring.com/treechristmas﻿,1
341,Ameenk Chanel,2014-11-14T11:50:02,Free my apps get 1m crdits ! Just click on the link and download a app and  done!! · Link: https://m.freemyapps.com/share/url/5af506e1﻿,1
342,Brandon Wilson,2014-11-14T12:21:52,Why does a song like this have more views than Michael Jackson SMH﻿,0
